State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,11/2/2022,11/16/2022,EA H5N1 mixed,Mallard,Wild bird,Live bird,NWDP
South Dakota,Brown,11/2/2022,11/16/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
South Dakota,Clark,11/3/2022,11/16/2022,EA H5,Teal,Wild bird,Hunter harvest,NWDP
Massachusetts,Plymouth,6/26/2022,11/15/2022,EA H5N1,Other,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Worcester,6/26/2022,11/15/2022,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Essex,6/26/2022,11/15/2022,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Other,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Other,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Other,Wild bird,Morbidity/Mortality,Tufts University
Wyoming,Fremont,11/3/2022,11/15/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,WY GFD
New York,Monroe,11/4/2022,11/15/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Livingston,11/4/2022,11/15/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,NY DEC
Minnesota,Ramsey,11/7/2022,11/14/2022,EA H5N1,Duck,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Utah,Davis,10/25/2022,11/14/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,10/25/2022,11/14/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,10/25/2022,11/14/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Weber,10/25/2022,11/14/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Davis,10/25/2022,11/14/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Utah,Davis,10/25/2022,11/14/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,UT DWR
Oregon,Clackamas,10/31/2022,11/10/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Colorado,Larimer,10/30/2022,11/10/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Wisconsin,Green Lake,11/1/2022,11/10/2022,EA/AM H5N1,Teal,Wild bird,Morbidity/Mortality,NWDP
Indiana,Greene,10/29/2022,11/10/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Illinois,Vermilion,11/2/2022,11/10/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Jackson,10/27/2022,11/10/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Minnesota,Crow Wing,11/2/2022,11/10/2022,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,11/2/2022,11/10/2022,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,11/2/2022,11/10/2022,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,11/2/2022,11/10/2022,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,NWDP
Minnesota,Crow Wing,11/2/2022,11/10/2022,EA/AM H5N1,Swan,Wild bird,Morbidity/Mortality,NWDP
Iowa,Jackson,10/25/2022,11/10/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Jackson,10/25/2022,11/10/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA H5,Mallard,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA/AM H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/27/2022,11/10/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/22/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/22/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Oregon,Clatsop,10/22/2022,11/10/2022,EA H5N1,Other,Wild bird,Hunter Harvest,NWDP
Idaho,Gooding,10/19/2022,11/10/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/27/2022,11/9/2022,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Boulder,10/29/2022,11/9/2022,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,San Bernardino,10/31/2022,11/9/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
New York,Saratoga,10/31/2022,11/9/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NY DEC
California,Los Angeles,10/31/2022,11/9/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
California,Fresno,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/23/2022,11/9/2022,EA H5N1,Mallard,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Florida,St. Johns,11/1/2022,11/9/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,FL FWCC
Florida,St. Johns,11/1/2022,11/9/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Duval,11/1/2022,11/9/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Duval,11/1/2022,11/9/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Duval,11/1/2022,11/9/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Duval,11/1/2022,11/9/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
California,Fresno,10/29/2022,11/9/2022,EA H5N1,Gadwall,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/29/2022,11/9/2022,EA H5N1,Other,Wild bird,Hunter Harvest,NWDP
California,Fresno,10/29/2022,11/9/2022,EA H5N1,Other,Wild bird,Hunter Harvest,NWDP
North Carolina,Beaufort,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
North Carolina,Beaufort,10/29/2022,11/9/2022,EA/AM H5N1,Teal,Wild bird,Hunter Harvest,NWDP
North Carolina,Beaufort,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA/AM H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
Missouri,Chariton,10/29/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Clay,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Clay,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Clay,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Clay,10/23/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Iowa,Clay,10/23/2022,11/9/2022,EA/AM H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Illinois,Livingston,10/30/2022,11/9/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Illinois,Livingston,10/30/2022,11/9/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Will,10/30/2022,11/9/2022,EA H5N1,Duck,Wild bird,Hunter Harvest,NWDP
Illinois,Will,10/30/2022,11/9/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
Illinois,Will,10/30/2022,11/9/2022,EA/AM H5N1,Mallard,Wild bird,Hunter Harvest,NWDP
Michigan,Baraga,10/19/2022,11/8/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,MI DNR
California,San Bernardino,10/27/2022,11/8/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Washington,Snohomish,10/20/2022,11/8/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,WA DFW
California,Los Angeles,10/25/2022,11/8/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
Idaho,Ada,10/7/2022,11/8/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,ID Fish and Game
California,Contra Costa,10/26/2022,11/8/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,10/26/2022,11/8/2022,EA H5N1,Pintail,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Butte,10/26/2022,11/8/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Kansas,Stafford,10/25/2022,11/8/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Michigan,Monroe,10/25/2022,11/8/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Merced,10/22/2022,11/8/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
California,Merced,10/22/2022,11/8/2022,EA/AM H5N1,Wigeon,Wild bird,Hunter Harvest,NWDP
California,Merced,10/22/2022,11/8/2022,EA H5N1,Teal,Wild bird,Hunter Harvest,NWDP
California,Los Angeles,10/23/2022,11/4/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
California,Yolo,10/23/2022,11/4/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Nevada,Churchill,10/22/2022,11/4/2022,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Nevada,Churchill,10/22/2022,11/4/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
New York,Saratoga,10/27/2022,11/3/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,NY DEC
Missouri,Jackson,6/21/2022,11/3/2022,EA H5N1,Gadwall,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Florida,Brevard,10/27/2022,11/3/2022,EA H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,10/27/2022,11/3/2022,EA H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,10/27/2022,11/3/2022,EA H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,10/27/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,10/27/2022,11/3/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,10/27/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Palm Beach,10/27/2022,11/3/2022,EA/AM H5N1,Duck,Wild bird,Morbidity/Mortality,FL FWCC
Texas,Chambers,10/5/2022,11/3/2022,EA H5N1,Teal,Wild bird,Morbidity/Mortality,USFWS/USGS
Indiana,Newton,10/22/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Jasper,10/28/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Jasper,10/28/2022,11/3/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Indiana,Jasper,10/28/2022,11/3/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Indiana,Jasper,10/28/2022,11/3/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Iowa,Louisa,10/22/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Monona,10/16/2022,11/3/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Columbia,8/10/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Southeast Fairbanks,8/9/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alaska,Southeast Fairbanks,8/8/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,8/15/2022,11/3/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,10/22/2022,11/3/2022,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,10/19/2022,11/3/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,10/19/2022,11/3/2022,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,10/19/2022,11/3/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Canyon,10/19/2022,11/3/2022,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Minnesota,Marshall,9/11/2022,11/2/2022,EA/AM H5N1,Teal,Wild bird,Live bird,SCWDS
Minnesota,Marshall,9/11/2022,11/2/2022,EA H5,Teal,Wild bird,Live bird,SCWDS
Minnesota,Marshall,9/11/2022,11/2/2022,EA/AM H5N1,Teal,Wild bird,Live bird,SCWDS
Minnesota,Marshall,9/10/2022,11/2/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,SCWDS
Colorado,Boulder,10/24/2022,11/1/2022,EA H5N1,Goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
New York,Nassau,10/25/2022,11/1/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,NY DEC
Illinois,Champaign,10/25/2022,11/1/2022,EA H5N1,Goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Illinois,Champaign,10/27/2022,11/1/2022,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Other,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5 mixed,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Pintail,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA/AM H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
Oregon,Klamath,10/8/2022,11/1/2022,EA H5N1,Teal,Wild bird,Hunter harvest,NWDP
